,Rock,,,,,,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/017f05aea238929a9b3970743a879c90bfff23ca","https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c","https://i.scdn.co/image/2ea8b06d4eb92c2c9f0a1ac6f31398c2d5bacb3e","https://i.scdn.co/image/621d2909bcc2c26cd0b274aab0414c9d422a1576","https://i.scdn.co/image/dc5c13d9d7e1f2bd57ee3cecc6a9f55e412e5092","https://i.scdn.co/image/4f209f5fa9d4ee65215f0dcc5fb513a4119cef10","https://i.scdn.co/image/6538912b146e0dd3a4d981801cc89216f1480648","https://i.scdn.co/image/bd5229f938b3ca00bb1821ecb415acb991929810","https://i.scdn.co/image/c6b8d1bdc7b02768d0b0478475768ad802ffbbae","https://i.scdn.co/image/7429b64ba636934d53763b9076492b551b240003","https://i.scdn.co/image/96b6334c65b36862cf0878dd9b44612248225626","https://i.scdn.co/image/89b09a02d233c0ebc71835be46df0bbd628bdcf2","https://i.scdn.co/image/f96947dffe790a60fdf7f2a88549dc4c6f28fcef",,,,,,,,,,,
Purple,,,,,,,,,,,,,,,,,,,,,,,,
Pink,"https://i.scdn.co/image/0cf194beeb8118bcb0d492e1fdd010798dbc3a20",,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/a1fa7f590996868ebd1248aab3233e793db22fd7","https://i.scdn.co/image/5bda0fc91fbc18a112278a3458ed3a9c6334af88","https://i.scdn.co/image/87d0b1856d2c2ce55fdb4c8129e47a6df6f33aff","https://i.scdn.co/image/45e801a7acd2639a9931f4412ff71eabee35114f","https://i.scdn.co/image/660849fa669b8fd072487d557e39232ffdd64479","https://i.scdn.co/image/6d21449c11da6548826b6d153988900a8fb4334c","https://i.scdn.co/image/17e68a2e03de74a114bf6609d69f9bdbf6029f70","https://i.scdn.co/image/73fb1de575a85db765a1c6c928f81a38d0db03aa","https://i.scdn.co/image/7bc60842d505753942b0cedf0e95f53074867806",,,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/c78fb1b0f928d132993fdf823d96dd72c134d873","https://i.scdn.co/image/46452be8110d1885a917391230e6d89efdc0069c","https://i.scdn.co/image/f06f0658ccc185e6e884fe4af76b217c4fe478c7","https://i.scdn.co/image/dfbaa65e99a6635dd7c571dc5ae9faf93b3af189","https://i.scdn.co/image/3edb3f970f4a3af9ef922efd18cdb4dabaf85ced","https://i.scdn.co/image/f6ad32a19fa656ac94213e258cdab2ee1eb042ea","https://i.scdn.co/image/6af5ce94627ad636d5d41b5206d527a13347dac7","https://i.scdn.co/image/200c574b96d791d66064fc85d214db50c345a264","https://i.scdn.co/image/595846b1b208b9edfb91ee79b5b886456856da9f","https://i.scdn.co/image/1786ca5b511633d9e4ca5b6b49686a6d37b4d707","https://i.scdn.co/image/e52b7aa534088442e0ed2d58f2771d541d7e04cb","https://i.scdn.co/image/410191f75b2d2d48adb5a5d80d2acd09f811ff47","https://i.scdn.co/image/35dcc2590052f8e802372400bd4344ee3864775a",,,,,,,,,,,
White,"https://i.scdn.co/image/f073db141df494b824a7ef5f3ebd2a653be78992","https://i.scdn.co/image/8309ef0d95d908f7a2f2d1f74d2c9599c91dbf37","https://i.scdn.co/image/480048f32e1d99d4cdd1833f162b284514734f72","https://i.scdn.co/image/5548ac701deaf64c22e0ebef9ed0eb47ff802085","https://i.scdn.co/image/70d8660d8b802835a280ce75799d30db262f7094","https://i.scdn.co/image/33080534f9716c159af3cc491162a3e8745e6d84",,,,,,,,,,,,,,,,,,
Beige,"https://i.scdn.co/image/1c87b0ac6f0cd837dc399d52bab96134442547ea","https://i.scdn.co/image/d7f9b43755bdb0272b77c37bab7314bf0c46b84e",,,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/1b17b41f4e75287ab68c4290026594d94ab015ab","https://i.scdn.co/image/967089a394a33b98836be3412f8ebf43f135628c","https://i.scdn.co/image/de9439753c53cb26080405f7310c9b17565f8b9c","https://i.scdn.co/image/272c8679a23e1c92b17c176f5470e9c2eca3e4bc","https://i.scdn.co/image/679472c6c90c259f3ed625bfa495b5a202d60e66","https://i.scdn.co/image/1b9620a8657dd6853437d914896cd314cde1e19c","https://i.scdn.co/image/4b37c81ce1579532d39ef417141fd883357e6a6d","https://i.scdn.co/image/65c5610d5b8b4186e1ed7eac05073ed397f58ee5","https://i.scdn.co/image/794277848c453905c713bd5bbc7cf00e432aad28","https://i.scdn.co/image/df3b17e748de56e4ce78ac29b216d3f99afd0c5a","https://i.scdn.co/image/79b4ce3c6c0f88e0c3a12bfd7fb49b02568459f7","https://i.scdn.co/image/8f112329b3d15c6620ac09791defce3ac485beb2","https://i.scdn.co/image/dd50cf172806b09c1596579d8e921eb868c4d17c","https://i.scdn.co/image/f494d2550eeb430ddf71c5f1201bedb4693c6ebf","https://i.scdn.co/image/357860cc6342294f41ec61b0c3f2b3b06d2293cd","https://i.scdn.co/image/512c1841f5152dda23b03b04cfdccc22d8e79246","https://i.scdn.co/image/c368fccee1b5ee225dc771075cc5f2fc1bdc8c4d","https://i.scdn.co/image/0e079963cc7bf9195611f425f4074c86835823f2","https://i.scdn.co/image/a2aba574af86865eee08624042b1bf75d15cc362","https://i.scdn.co/image/b3ce3e6710a6a130608a02aa1592206669aff874","https://i.scdn.co/image/03b30827aeee8b786ce0b404510fb2127b13b528",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,R&B,,,,,,,,,,,,,,,,,,,,,,,
Red,"https://i.scdn.co/image/39ac61b157b85d869c593e7d7efa47c125f97bfc","https://i.scdn.co/image/81097fadc548f0650a8b79b728326b5d6c8e18a2","https://i.scdn.co/image/990f7ee5c06a8d53c89fbf01a8237fd82a5d7580","https://i.scdn.co/image/60e50167fcd6e9fb9b39683aef2a95283e91718d",,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/d5725eb974d195decc6f92a9afae71741e59c7d2","https://i.scdn.co/image/d2d54491bfc7ba9b9ed2f945b06a2e4b7cb516c1","https://i.scdn.co/image/fadc73a93cfeafefbc0f11cffbaeec985848685b","https://i.scdn.co/image/294c658bb11f3208c43009189604fce1db423b35","https://i.scdn.co/image/be48b9d2a214ba1ec403ce2cd65bd21ab4bedd22",,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/1870e3c0e5abc4a58cfbfb8aeaf3b6a57b88eb87","https://i.scdn.co/image/559108cb16ce2ed5284c0f75d85ed28cf6e7e308","https://i.scdn.co/image/a046a478200e74c4f4696a3c0d4b3a0a93f8cdd2","https://i.scdn.co/image/b810ef230bb0c3c355a5f6f7e6892bfefb11ec98","https://i.scdn.co/image/992caf963513d3408f1474266238ec870164fe9a","https://i.scdn.co/image/a59a82fe436a504a263646aac1e7bf5609f42722",,,,,,,,,,,,,,,,,,
Purple,"https://i.scdn.co/image/62445185cfdb6105cb9e65e495539f1bb364d3cf",,,,,,,,,,,,,,,,,,,,,,,
Pink,"https://i.scdn.co/image/c37a24be6d49db3dcb3eaaeaa3760ae378965dc3",,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/95ecc317bd38f4cfe53baac9fc4a42e22b0d7f55","https://i.scdn.co/image/e31fcd61151d94dd25ee21f725caad81acb7e383","https://i.scdn.co/image/cc7c7708444f17c09bddacedd0c230fd3e52e196","https://i.scdn.co/image/e03c51aa81a9efcd1c1dc9513f45180e28829734","https://i.scdn.co/image/9affba3a27e466802de664fa5688d3bbf95e8b24","https://i.scdn.co/image/fab9fb1421e38019957ea78a3ae7e46dbe42da49","https://i.scdn.co/image/4a89ad77ad125b999a722a5f2e3a99e3337b09c3","https://i.scdn.co/image/a809b53f724dab8416e399bda6c0fc2a16ab75ed","https://i.scdn.co/image/edbe4cd91b8c52f0448406772fb6113a69c7ab07","https://i.scdn.co/image/820cb27919c00df60a944e36110e461e87cfc6bf",,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/a55b588c9ab87ecfc8181dcc7a40e0e02b9cda39","https://i.scdn.co/image/225d4551ebc93b56b897b75c695b39ac61c4401c","https://i.scdn.co/image/5d2a8804d7c77e2897a6e0c2b2629adce91b8ceb","https://i.scdn.co/image/9dd12785d3e55addf458042ae4ff29269ebfbbf8","https://i.scdn.co/image/7f92151d7806ee4ffedd2b04558314b439704881","https://i.scdn.co/image/8814ae7f0146db352b5c132f34754ec15f4ae739","https://i.scdn.co/image/98be8968e1c29e6ef80831c5867733d2e687b508","https://i.scdn.co/image/c97fdccc8f6d6a4c669e4b5c460d9222a14c574a","https://i.scdn.co/image/f5ac81c0b2de2d03ad61e94e32555d0c9f25e31a","https://i.scdn.co/image/595856c0d7e272a5c7667227124fbfe079d67cfe",,,,,,,,,,,,,,
White,"https://i.scdn.co/image/9855bf24e170909378de30005695126d7ed8fd24","https://i.scdn.co/image/3f2aab0b3738849b998616ed8a12e4bb5bb4c86c","https://i.scdn.co/image/4417452a6583e545a0347d2d30c3a8acf80c0f3d",,,,,,,,,,,,,,,,,,,,,
Beige,"https://i.scdn.co/image/c40b6dd66cefc65a9c6baf36376d6b07c272db26","https://i.scdn.co/image/b87926dd8d34d7760d2b551e141129ae53709287",,,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/b12694544931e1542ebfb923a1739669e82eae79","https://i.scdn.co/image/9efbe67c1accdb61e9897365acdbcefb1240e743","https://i.scdn.co/image/c050bd363e83a1e285f3249ae34f43e445c0cd6f","https://i.scdn.co/image/056d5d03db611ad1b9f00b1c3d19b7acf989b62e","https://i.scdn.co/image/964e87f80e22f2cd1545c23ee9cde663fadf049d","https://i.scdn.co/image/17389ebe9eb4c57cb14aa970cdeb60c214bbb58a","https://i.scdn.co/image/cfd0473f2006af6fc40a0c36bb975388d2788c44","https://i.scdn.co/image/9b4f34d66ccbafe35c794650eb59ebe115d61a0a","https://i.scdn.co/image/03f017a0243f8700181a566c8201a0ee992a9e91","https://i.scdn.co/image/53d1ef911a50f6e43a581399aa0658cb25d7546c","https://i.scdn.co/image/15212b2c20fe1f5d704c354521090f8039fcda20","https://i.scdn.co/image/b82914ee9b199058ea53bdfd03a21ddb514eb910","https://i.scdn.co/image/7391b9ad6ff2b5e95e653c4345977eaa07d7f58c","https://i.scdn.co/image/8a216dab9d7e5321ff67b850f396d3322f2cbe64","https://i.scdn.co/image/e663417881b0c96a492744a572bf2030a08593f9","https://i.scdn.co/image/ab8e31e5214880c4daa8b2ab856b2d4e4064ed43","https://i.scdn.co/image/f3327a85f33418b4cf31a4ea7adaf5e36864954d","https://i.scdn.co/image/73e20d5ca003e87ee3ec567ff0028d44e6e871b6","https://i.scdn.co/image/4da73a786988f3998b0cadb4f017bfff4b5f3cc2","https://i.scdn.co/image/b26025fa6f13d6eb8e8555a4b8078c5117da8005","https://i.scdn.co/image/6e6015072ed426c68911290491f41783800f1cf0",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Reggae,,,,,,,,,,,,,,,,,,,,,,,
Red,"https://i.scdn.co/image/f6b47def50fc682020af4a528d957a78cf1cbf6a","https://i.scdn.co/image/477acc203e319e8a5b205ab85ba8e066d5fdb051",,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/f7ccf14994837cad595dc14a8d8b29ae4c5d60b3","https://i.scdn.co/image/67a7cb0a8d42ec3be3211081827567f358259fc2","https://i.scdn.co/image/55fc98aa45746edf3e6334bcd1a8f1d35c3f9ffc","https://i.scdn.co/image/c810edae4eccafd84aa73244b6bcd30f1c8dfa6f","https://i.scdn.co/image/a59b95f1ff9f23eb310ba9ce685845fddd1f1e69","https://i.scdn.co/image/74e48ed03a404006db2b7557932575929532a389",,,,,,,,,,,,,,,,,,
Blue,,,,,,,,,,,,,,,,,,,,,,,,
Purple,,,,,,,,,,,,,,,,,,,,,,,,
Pink,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/ad7c1cea64db1e1d497f6577b1597bcb1f994777","https://i.scdn.co/image/fa8d0ee7a5a24b044e44c6728f1de6e1ff23937b","https://i.scdn.co/image/48703d59cc5e093a33b2d53423f607ecb1a9402a","https://i.scdn.co/image/f593c9804f5a97afacf525342931c5a77f3ea85b",,,,,,,,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/2f6db9fd9319c6d8e30ed034fd7a8f19fc41c65f",,,,,,,,,,,,,,,,,,,,,,,
White,"https://i.scdn.co/image/f471f206761429e9150c06a9f1927516e41e855e",,,,,,,,,,,,,,,,,,,,,,,
Beige,"https://i.scdn.co/image/885b16970533511d3067f40de5332bb17552302d","https://i.scdn.co/image/6c88ca82d21aa5cb5b80a53a388ef6f551249cc8",,,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/d989d1f2ec8067eb1a256370386a56bd22861378","https://i.scdn.co/image/01f052d7f0f1df2a4584cc75b67639a51d7f631a","https://i.scdn.co/image/7d42ad03f17b86b83c38e135a66cfc78adf42f0c","https://i.scdn.co/image/f2f50548ed0dbe032c4fdf13b51df672c8e26b94","https://i.scdn.co/image/25af5ff3e093079884ea6038ca88f9b536eb35e4","https://i.scdn.co/image/e465a95428c4a34a3c2bcb1e0b2e8dff9a79756a","https://i.scdn.co/image/d7192fb3314cba3850d4c4a048edde35cd5af7a4","https://i.scdn.co/image/7b8afd79d31dabf5cca5cde21e9b520cca5e4f46","https://i.scdn.co/image/7d8660252251127a0e7e7d0cacf742bd07c43d7d","https://i.scdn.co/image/461ab1dc1b4e3f9648b31ff8069d3660a1a566dc","https://i.scdn.co/image/fa77ebe7bd8c5f7091317fcf20855a863d187c7b","https://i.scdn.co/image/9d39d99f34744b607576712bcdb1981b0cc72498","https://i.scdn.co/image/58aebbe44ce5c1fa38bfca0e6a8d22754680b213","https://i.scdn.co/image/d4fc11d2284078dfa0bd7f0055a729f980effcce","https://i.scdn.co/image/c1516f818a058460b28ea3862a6fc0a3447fc832","https://i.scdn.co/image/4ff77b9d42c53dc235fb8615bd3949f2dcfabc59","https://i.scdn.co/image/ce8ea5a5a04577ff0e05a481a9fb0bd7b0cccebc","https://i.scdn.co/image/a7a2bca48d9267a2ab847267a63229945877d1b2","https://i.scdn.co/image/88be2b030a1b9253f62e9b4941cd365f21a29e87",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Metal,,,,,,,,,,,,,,,,,,,,,,,
Red,,,,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/a22479b5fb33a31bcbdf191964fdf615be7f38a9","https://i.scdn.co/image/c26ce66ab4d6fd71658189d0bafeb473234a0f63","https://i.scdn.co/image/ca9bd579bc5785e39e902af111aa8b278d11c732","https://i.scdn.co/image/f1ad4a50d8fd52f19b1f36b5a632c10fe23640c6","https://i.scdn.co/image/42e2138c3b100306ac07dd386f6e5301f61ad506",,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/4facb5fd9475b9bf907fbe931de12e9914afa0cc","https://i.scdn.co/image/932e185b217606caa34b837dbe30d54028de9cfc","https://i.scdn.co/image/1e886ca74a1dc17b9a226283b9cc4b765ee25cb8",,,,,,,,,,,,,,,,,,,,,
Purple,,,,,,,,,,,,,,,,,,,,,,,,
Pink,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/25e2b6f33844c92542321bb5c234e801c408beb8","https://i.scdn.co/image/32e04f1d7399703e8344fd21cf5b570140948b0a","https://i.scdn.co/image/836953e4e564916dc253dc4f6585397ca3bccdda","https://i.scdn.co/image/d78afcdcd80e39d229bf3360b86111dd9b8c441c",,,,,,,,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/85236cc12312fac9405206c25bd38479e63a04d6","https://i.scdn.co/image/b1400eb570c33eaad30cedfff58cabf9ccddd33c","https://i.scdn.co/image/9cdff92f505db96eaad31ddb055977a118cac6db","https://i.scdn.co/image/8418feeea3f710b77cac4630b1a65fffd384c3b2","https://i.scdn.co/image/66eb75e0f3a8a91822ba7154e4b41066e63e51f2","https://i.scdn.co/image/1ed64355c2251642234fbee9bf3288e706b39b85","https://i.scdn.co/image/d9725e2b22846cf72189123fd1d5c802125faf7a","https://i.scdn.co/image/13aea93009cca6816f5a37919bb48c91b857bcd7","https://i.scdn.co/image/a38fa4e806f58470a4c0a899f79f1c49e9299be0","https://i.scdn.co/image/5e883703e963abb6e59f73f4a24531950c6fefe2","https://i.scdn.co/image/023b595b9db0184401bbeaa3e414f129cf971cf2","https://i.scdn.co/image/24ba490f0cd64ba1aa7cd5571de6b583a2c27caf","https://i.scdn.co/image/5515df20c6ead399b0ef14169679e40b6ed7dbd7","https://i.scdn.co/image/371d799ebaec660045c9397a530d053557dbd7e7","https://i.scdn.co/image/54d4e57276d495fd34dead8fc5701ca744669fd4","https://i.scdn.co/image/608dc0d1a2960b5e98ffa2ed159fe8ae1734c0e7","https://i.scdn.co/image/7b4d7ced5c774e41a37c6fd98143c1193fb7107d","https://i.scdn.co/image/96af09d1443b5dfb788d409a6900a142a0698467","https://i.scdn.co/image/c7535aa9d989a388407b1a16219e38999d5e5416","https://i.scdn.co/image/2ef222e7f031aefc4b52cb1ec077e2e85b068819","https://i.scdn.co/image/b7ee10741497fe45932e7a6f12600b3beb564364",,,
White,"https://i.scdn.co/image/3940f913ccce17427997580436845359f85c7634",,,,,,,,,,,,,,,,,,,,,,,
Beige,,,,,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/71ad0ca4643ae8ecbb4e80a64641823bcad7e625","https://i.scdn.co/image/d0cd8c42f2816b208641d030f809d155a7484756","https://i.scdn.co/image/ae67fa6abf93bce85479566effb3ddea6732a284","https://i.scdn.co/image/684896f889df80e20be26cf31832312cd3b9e08b","https://i.scdn.co/image/22da875c060f901998e1f3518ab8fc08d814f926","https://i.scdn.co/image/cf4d4a543d480e68fb96197f0120ead6d6f0e8a2","https://i.scdn.co/image/6969d74d7dec76816f38764f517867580ff21a15","https://i.scdn.co/image/1d496bc0d2a4e0971955a6856b67c8671113e5fa","https://i.scdn.co/image/d36b38316f7c9f8c6e3b66305811fe5ae1517b1a","https://i.scdn.co/image/a92cae6059c7c72abb7958b7f80d63e703cc6a4e","https://i.scdn.co/image/fff9757528e1d13dc59dd217f47ce0f8d487608b","https://i.scdn.co/image/113580af3f0eab8ce44fa253cba5c2bdcdd3e670","https://i.scdn.co/image/19e36f912d1d728b9d2cc0c3ce0d4dc3f191fcb9","https://i.scdn.co/image/260ec57a8ffade8261cf5b57123990626395c64f","https://i.scdn.co/image/f2f8bfe6198081b5036d0b2ca620af0ba34bfa8d","https://i.scdn.co/image/8af0421c7c00dc94f568125b8cc7022dafab62e0","https://i.scdn.co/image/db655b12f9846c6013b91d379a0e156044cf074b","https://i.scdn.co/image/3b74b1b2557ec74868bea0dd5c99ed081d32b6f4","https://i.scdn.co/image/3abbbb6c65519b3701cde442b321c105112c22d3","https://i.scdn.co/image/acc17fd5f2cf49ca36c64a80cc7ff99bcc2e348e","https://i.scdn.co/image/f8dcdb860acdf1085affe2fcfd9208bf34da7c73",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Latin,,,,,,,,,,,,,,,,,,,,,,,
Red,"https://i.scdn.co/image/287be72c066155aef916069cadf054fc9bf0a882",,,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/e9025240ef21cb3d3f4bfdc0b4738cc4cbcf3138",,,,,,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/d994664fe58a6436a4ba4195617463cc8d60ed1d","https://i.scdn.co/image/06cae8d5a5c1a1e8d9e41a8c4f0866936a55515d","https://i.scdn.co/image/fa314ab8d2d422f1c81941a4a8c5db281018b784","https://i.scdn.co/image/1d1f1da622055407f1154e1af93a51a629c84a01","https://i.scdn.co/image/177be761c3d63fd28990ba04e7693884a4ef5dc4","https://i.scdn.co/image/f4827b927ab977c63642a21b510a2c4793b14d91","https://i.scdn.co/image/ff61c019f44bfee06d8e9aa1816238014d33037c",,,,,,,,,,,,,,,,,
Purple,"https://i.scdn.co/image/5fde53b334bd0c9f5d731d30d3ed72bc986cd71d",,,,,,,,,,,,,,,,,,,,,,,
Pink,"https://i.scdn.co/image/8739c3c7f3bf8bc2d721f82197d991b37cf83622",,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/d164559e048a94f4847e60dda3ffb8f4bfee4f31","https://i.scdn.co/image/d433e8c739695f88784b9e36912b305ceca5076a","https://i.scdn.co/image/b28354990303194cae0d3f0d21211711ff374bbb","https://i.scdn.co/image/baff341635bec603e5d791abe127a34201b0860c","https://i.scdn.co/image/2703f2840020762c1169c1b231632069a3024423","https://i.scdn.co/image/73d68bd865f6f95ee762b3467fbb7cee873e2d21","https://i.scdn.co/image/e7803d97d7e309b2882f7311729643e0cdd5af4f","https://i.scdn.co/image/af9be45c426b265f40cfaf8106e6552079675940",,,,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/b9970bf538c792d2fd116c1671a4a29162b7f01f","https://i.scdn.co/image/b83dd31f940cb5e1368a2dbb2a394555dafd9669","https://i.scdn.co/image/61bf0f05ca64701f65e1a7f2cc317030f05f5f05","https://i.scdn.co/image/994e93b899e98f9c3d27b5ff49c7feb11467ebea","https://i.scdn.co/image/715976cb9aff0a40af87607f970781abfd70271d","https://i.scdn.co/image/8592efd7ec9a986fce9b248475ea5133480031e7","https://i.scdn.co/image/881fedd75a3c0b6de327ff10aebe4e3866463bd3","https://i.scdn.co/image/64407da78c7cc9d8b6ec767ad7e0ff7ba6b1affb","https://i.scdn.co/image/d642faa098f49008625d6128806b341c9706a585","https://i.scdn.co/image/4b3b5550488c3319d74c26693642d6064ff7463d",,,,,,,,,,,,,,
White,"https://i.scdn.co/image/edcc53317411b5e025e920857fb0f871c4087ce9","https://i.scdn.co/image/cc39d0592479a802cc3b61b4a26b9349bba0a445","https://i.scdn.co/image/50aa1c2e65bec0c5f7e54a64f39eee4cc59549d5","https://i.scdn.co/image/24e00b5940ea9e66f689013cb973ac5161443c44","https://i.scdn.co/image/be41af2ac36aeb3f8019d06971e486a932159726",,,,,,,,,,,,,,,,,,,
Beige,"https://i.scdn.co/image/aadba069885777d4cfd1102b5bdb6935d97e211f","https://i.scdn.co/image/dfc33b5bf07955cd5a21fd651bc13fc5cbef3133","https://i.scdn.co/image/dcf90c219dd0587742f61ff57f344201c3ed6b8e",,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/4cb7f82b38a318311e2726509577bd5574228556","https://i.scdn.co/image/062ebb6ed8e5013e088c04e081a75dfdf7c6cbc9","https://i.scdn.co/image/51465c25b2d45aa30e082d92577d0c97466679a3","https://i.scdn.co/image/06c6d5f79961a2611c72ba9971e5f41615c4897c","https://i.scdn.co/image/84b0120927edc55e8e559d6527339432c2938d17","https://i.scdn.co/image/4344339e1c284eb63b88233b2adaf6d3bc3cde6c","https://i.scdn.co/image/919ed90849714dbcc5d77738159a0ae25e10984e","https://i.scdn.co/image/2b98bab77614f78e306f6e28fb6df0622852bfcc","https://i.scdn.co/image/9ee2d350ee46cecbded8df3fc2d3052504252a29","https://i.scdn.co/image/7306577e182cabedfab078922068638154f8b150","https://i.scdn.co/image/3960452493295e8d570f828b9ae4cd2ab322d204","https://i.scdn.co/image/f06259a378f1425ce9e2ed73d3fccd041862a395","https://i.scdn.co/image/8ccba5ac21b3120342143fda6c319fce48dee994","https://i.scdn.co/image/e41240fde893cac0927cc11ab4457979664c0bbc","https://i.scdn.co/image/571f4c373976edc8571de6395f268ba438035712","https://i.scdn.co/image/8d2d6893aaf619bf92527fd9f7c806777e54359d","https://i.scdn.co/image/ce46a874d536b9f3142934e8ccb6ed9ecf03bc55","https://i.scdn.co/image/b5f093af33cdae1dbfcb06fb8e4bcf165d0e4a9a","https://i.scdn.co/image/525a5815d0444a4cfad6bda676f43b196a83a1a2","https://i.scdn.co/image/0217331c53bf71edec25487b187ea5bf06fcd095","https://i.scdn.co/image/725d57d27dccbe082654ca7bd2858c80ca88e5e2",,,
